Namespace(batch_size=64, device='cuda:0', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_norm=5.0, print_every=50, sample_every=100, seq_length=30, summary_path='./summaries/', train_steps=1000000.0, txt_file='./assets/book_EN_democracy_in_the_US.txt')
cuda:0
./assets/book_EN_democracy_in_the_US.txt
Initialize dataset with 1148437 characters, 86 unique.
[2020-11-20 19:07] Train Step 0049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2483.31, Accuracy = 0.27, Loss = 2.824
[2020-11-20 19:12] Train Step 9399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2309.30, Accuracy = 0.65, Loss = 1.106
[2020-11-20 19:12] Train Step 9449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2265.81, Accuracy = 0.66, Loss = 1.110
[2020-11-20 19:12] Train Step 9499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2622.44, Accuracy = 0.67, Loss = 1.048
[2020-11-20 19:12] Train Step 9549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2454.92, Accuracy = 0.66, Loss = 1.114
[2020-11-20 19:12] Train Step 9599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2320.64, Accuracy = 0.66, Loss = 1.152
[2020-11-20 19:12] Train Step 9649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2401.74, Accuracy = 0.67, Loss = 1.073
[2020-11-20 19:12] Train Step 9699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2327.02, Accuracy = 0.65, Loss = 1.100
[2020-11-20 19:12] Train Step 9749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2542.46, Accuracy = 0.68, Loss = 1.050
[2020-11-20 19:12] Train Step 9799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2363.24, Accuracy = 0.67, Loss = 1.087
[2020-11-20 19:12] Train Step 9849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2255.89, Accuracy = 0.66, Loss = 1.100
[2020-11-20 19:12] Train Step 9899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2311.25, Accuracy = 0.66, Loss = 1.093
[2020-11-20 19:12] Train Step 9949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2441.23, Accuracy = 0.67, Loss = 1.085
[2020-11-20 19:12] Train Step 9999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2346.81, Accuracy = 0.67, Loss = 1.088
[2020-11-20 19:12] Train Step 10049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2254.40, Accuracy = 0.64, Loss = 1.130
[2020-11-20 19:12] Train Step 10099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2470.12, Accuracy = 0.66, Loss = 1.101
[2020-11-20 19:12] Train Step 10149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2520.99, Accuracy = 0.64, Loss = 1.148
[2020-11-20 19:12] Train Step 10199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2263.92, Accuracy = 0.67, Loss = 1.055
[2020-11-20 19:12] Train Step 10249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2437.82, Accuracy = 0.66, Loss = 1.107
[2020-11-20 19:12] Train Step 10299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2345.32, Accuracy = 0.65, Loss = 1.132
[2020-11-20 19:12] Train Step 10349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2405.70, Accuracy = 0.67, Loss = 1.074
[2020-11-20 19:12] Train Step 10399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2311.59, Accuracy = 0.65, Loss = 1.101
[2020-11-20 19:12] Train Step 10449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2492.48, Accuracy = 0.64, Loss = 1.140
[2020-11-20 19:12] Train Step 10499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2260.15, Accuracy = 0.65, Loss = 1.134
[2020-11-20 19:12] Train Step 10549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2249.01, Accuracy = 0.64, Loss = 1.151
[2020-11-20 19:12] Train Step 10599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2480.67, Accuracy = 0.67, Loss = 1.081
[2020-11-20 19:12] Train Step 10649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2255.44, Accuracy = 0.66, Loss = 1.073
[2020-11-20 19:12] Train Step 10699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2307.04, Accuracy = 0.67, Loss = 1.054
[2020-11-20 19:12] Train Step 10749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2293.10, Accuracy = 0.66, Loss = 1.059
[2020-11-20 19:12] Train Step 10799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2505.07, Accuracy = 0.64, Loss = 1.150
[2020-11-20 19:12] Train Step 10849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2239.16, Accuracy = 0.65, Loss = 1.102
[2020-11-20 19:12] Train Step 10899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2310.45, Accuracy = 0.67, Loss = 1.063
[2020-11-20 19:12] Train Step 10949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2188.99, Accuracy = 0.66, Loss = 1.047
[2020-11-20 19:12] Train Step 10999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2274.51, Accuracy = 0.67, Loss = 1.072
[2020-11-20 19:12] Train Step 11049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2468.37, Accuracy = 0.66, Loss = 1.100
[2020-11-20 19:12] Train Step 11099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2309.74, Accuracy = 0.66, Loss = 1.099
[2020-11-20 19:13] Train Step 11149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2412.75, Accuracy = 0.66, Loss = 1.070
[2020-11-20 19:13] Train Step 11199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2320.22, Accuracy = 0.66, Loss = 1.087
[2020-11-20 19:13] Train Step 11249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2326.94, Accuracy = 0.66, Loss = 1.084
[2020-11-20 19:13] Train Step 11299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2359.91, Accuracy = 0.65, Loss = 1.120
[2020-11-20 19:13] Train Step 11349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2346.48, Accuracy = 0.66, Loss = 1.088
[2020-11-20 19:13] Train Step 11399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2234.34, Accuracy = 0.67, Loss = 1.086
[2020-11-20 19:13] Train Step 11449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2419.67, Accuracy = 0.67, Loss = 1.052
[2020-11-20 19:13] Train Step 11499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2454.31, Accuracy = 0.67, Loss = 1.048
[2020-11-20 19:13] Train Step 11549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2498.86, Accuracy = 0.66, Loss = 1.098
[2020-11-20 19:13] Train Step 11599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2443.25, Accuracy = 0.65, Loss = 1.074
[2020-11-20 19:13] Train Step 11649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2344.87, Accuracy = 0.67, Loss = 1.046
[2020-11-20 19:13] Train Step 11699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2357.55, Accuracy = 0.64, Loss = 1.114
[2020-11-20 19:13] Train Step 11749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2235.86, Accuracy = 0.67, Loss = 1.084
[2020-11-20 19:13] Train Step 11799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2587.63, Accuracy = 0.67, Loss = 1.076
[2020-11-20 19:13] Train Step 11849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2281.18, Accuracy = 0.69, Loss = 1.029
[2020-11-20 19:13] Train Step 11899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2442.72, Accuracy = 0.64, Loss = 1.145
[2020-11-20 19:13] Train Step 11949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2415.60, Accuracy = 0.64, Loss = 1.127
[2020-11-20 19:13] Train Step 11999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2212.57, Accuracy = 0.66, Loss = 1.050
[2020-11-20 19:13] Train Step 12049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2355.56, Accuracy = 0.66, Loss = 1.089
[2020-11-20 19:13] Train Step 12099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2282.21, Accuracy = 0.68, Loss = 1.008
[2020-11-20 19:13] Train Step 12149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2338.70, Accuracy = 0.67, Loss = 1.079
[2020-11-20 19:13] Train Step 12199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2291.17, Accuracy = 0.67, Loss = 1.055
[2020-11-20 19:13] Train Step 12249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2307.83, Accuracy = 0.65, Loss = 1.094
[2020-11-20 19:13] Train Step 12299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2436.47, Accuracy = 0.68, Loss = 1.042
[2020-11-20 19:13] Train Step 12349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2533.46, Accuracy = 0.66, Loss = 1.134
[2020-11-20 19:13] Train Step 12399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2259.92, Accuracy = 0.67, Loss = 1.075
[2020-11-20 19:13] Train Step 12449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2432.80, Accuracy = 0.66, Loss = 1.067
[2020-11-20 19:13] Train Step 12499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2337.03, Accuracy = 0.67, Loss = 1.061
[2020-11-20 19:13] Train Step 12549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2193.98, Accuracy = 0.67, Loss = 1.054
[2020-11-20 19:13] Train Step 12599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2274.80, Accuracy = 0.68, Loss = 1.046
[2020-11-20 19:13] Train Step 12649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2366.11, Accuracy = 0.67, Loss = 1.074
[2020-11-20 19:13] Train Step 12699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2430.29, Accuracy = 0.65, Loss = 1.089
[2020-11-20 19:13] Train Step 12749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2251.64, Accuracy = 0.68, Loss = 1.017
[2020-11-20 19:13] Train Step 12799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2510.88, Accuracy = 0.63, Loss = 1.155
[2020-11-20 19:13] Train Step 12849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2262.49, Accuracy = 0.66, Loss = 1.077
[2020-11-20 19:13] Train Step 12899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2268.84, Accuracy = 0.66, Loss = 1.095
[2020-11-20 19:13] Train Step 12949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2351.75, Accuracy = 0.66, Loss = 1.110
[2020-11-20 19:13] Train Step 12999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2270.60, Accuracy = 0.67, Loss = 1.049
[2020-11-20 19:13] Train Step 13049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2461.13, Accuracy = 0.67, Loss = 1.062
[2020-11-20 19:13] Train Step 13099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2369.04, Accuracy = 0.66, Loss = 1.103
[2020-11-20 19:14] Train Step 13149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2296.34, Accuracy = 0.66, Loss = 1.120
[2020-11-20 19:14] Train Step 13199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2432.27, Accuracy = 0.68, Loss = 1.041
[2020-11-20 19:14] Train Step 13249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2404.39, Accuracy = 0.64, Loss = 1.100
[2020-11-20 19:14] Train Step 13299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2338.47, Accuracy = 0.66, Loss = 1.073
[2020-11-20 19:14] Train Step 13349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2217.87, Accuracy = 0.64, Loss = 1.091
[2020-11-20 19:14] Train Step 13399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2339.55, Accuracy = 0.67, Loss = 1.082
[2020-11-20 19:14] Train Step 13449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2348.35, Accuracy = 0.67, Loss = 1.047
[2020-11-20 19:14] Train Step 13499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2255.97, Accuracy = 0.64, Loss = 1.124
[2020-11-20 19:14] Train Step 13549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2321.32, Accuracy = 0.67, Loss = 1.046
[2020-11-20 19:14] Train Step 13599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2435.58, Accuracy = 0.66, Loss = 1.087
[2020-11-20 19:14] Train Step 13649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2357.12, Accuracy = 0.66, Loss = 1.087
[2020-11-20 19:14] Train Step 13699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2173.43, Accuracy = 0.68, Loss = 1.037
[2020-11-20 19:14] Train Step 13749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2515.49, Accuracy = 0.66, Loss = 1.085
[2020-11-20 19:14] Train Step 13799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2440.59, Accuracy = 0.65, Loss = 1.093
[2020-11-20 19:14] Train Step 13849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2513.04, Accuracy = 0.68, Loss = 1.041
[2020-11-20 19:14] Train Step 13899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2527.97, Accuracy = 0.66, Loss = 1.067
[2020-11-20 19:14] Train Step 13949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2628.94, Accuracy = 0.64, Loss = 1.151
[2020-11-20 19:14] Train Step 13999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2408.08, Accuracy = 0.66, Loss = 1.079
[2020-11-20 19:14] Train Step 14049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2291.72, Accuracy = 0.68, Loss = 1.037
[2020-11-20 19:14] Train Step 14099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2425.24, Accuracy = 0.69, Loss = 0.975
[2020-11-20 19:14] Train Step 14149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2297.40, Accuracy = 0.64, Loss = 1.133
[2020-11-20 19:14] Train Step 14199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2427.28, Accuracy = 0.67, Loss = 1.057
[2020-11-20 19:14] Train Step 14249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2433.51, Accuracy = 0.66, Loss = 1.053
[2020-11-20 19:14] Train Step 14299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2336.84, Accuracy = 0.66, Loss = 1.096
[2020-11-20 19:14] Train Step 14349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2190.58, Accuracy = 0.68, Loss = 1.014
[2020-11-20 19:14] Train Step 14399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2270.95, Accuracy = 0.68, Loss = 1.095
[2020-11-20 19:14] Train Step 14449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2420.08, Accuracy = 0.68, Loss = 1.028
[2020-11-20 19:14] Train Step 14499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2273.53, Accuracy = 0.68, Loss = 1.073
[2020-11-20 19:14] Train Step 14549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2328.29, Accuracy = 0.66, Loss = 1.067
[2020-11-20 19:14] Train Step 14599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2487.86, Accuracy = 0.66, Loss = 1.068
[2020-11-20 19:14] Train Step 14649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2283.60, Accuracy = 0.66, Loss = 1.087
[2020-11-20 19:14] Train Step 14699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2315.76, Accuracy = 0.67, Loss = 1.058
[2020-11-20 19:14] Train Step 14749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2367.13, Accuracy = 0.70, Loss = 1.014
[2020-11-20 19:14] Train Step 14799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2326.27, Accuracy = 0.66, Loss = 1.059
[2020-11-20 19:14] Train Step 14849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2192.37, Accuracy = 0.67, Loss = 1.047
[2020-11-20 19:14] Train Step 14899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2240.75, Accuracy = 0.66, Loss = 1.065
[2020-11-20 19:14] Train Step 14949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2284.05, Accuracy = 0.66, Loss = 1.079
[2020-11-20 19:14] Train Step 14999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2441.23, Accuracy = 0.66, Loss = 1.076
[2020-11-20 19:14] Train Step 15049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2270.34, Accuracy = 0.68, Loss = 1.040
[2020-11-20 19:15] Train Step 15099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2365.24, Accuracy = 0.68, Loss = 1.076
[2020-11-20 19:15] Train Step 15149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2439.92, Accuracy = 0.68, Loss = 1.018
[2020-11-20 19:15] Train Step 15199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2350.78, Accuracy = 0.67, Loss = 1.067
[2020-11-20 19:15] Train Step 15249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2252.28, Accuracy = 0.64, Loss = 1.144
[2020-11-20 19:15] Train Step 15299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2426.16, Accuracy = 0.65, Loss = 1.099
[2020-11-20 19:15] Train Step 15349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2371.97, Accuracy = 0.67, Loss = 1.048
[2020-11-20 19:15] Train Step 15399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2254.04, Accuracy = 0.68, Loss = 1.068
[2020-11-20 19:15] Train Step 15449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2445.68, Accuracy = 0.66, Loss = 1.063
[2020-11-20 19:15] Train Step 15499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2463.34, Accuracy = 0.66, Loss = 1.077
[2020-11-20 19:15] Train Step 15549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2360.22, Accuracy = 0.67, Loss = 1.091
[2020-11-20 19:15] Train Step 15599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2295.91, Accuracy = 0.70, Loss = 0.999
[2020-11-20 19:15] Train Step 15649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2353.83, Accuracy = 0.66, Loss = 1.075
[2020-11-20 19:15] Train Step 15699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2297.17, Accuracy = 0.69, Loss = 1.019
[2020-11-20 19:15] Train Step 15749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2441.01, Accuracy = 0.66, Loss = 1.116
[2020-11-20 19:15] Train Step 15799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2526.45, Accuracy = 0.67, Loss = 1.062
[2020-11-20 19:15] Train Step 15849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2300.73, Accuracy = 0.68, Loss = 1.025
[2020-11-20 19:15] Train Step 15899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2322.15, Accuracy = 0.69, Loss = 1.026
[2020-11-20 19:15] Train Step 15949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2318.34, Accuracy = 0.69, Loss = 0.987
[2020-11-20 19:15] Train Step 15999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2324.02, Accuracy = 0.69, Loss = 1.004
[2020-11-20 19:15] Train Step 16049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2316.56, Accuracy = 0.66, Loss = 1.072
[2020-11-20 19:15] Train Step 16099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2260.91, Accuracy = 0.67, Loss = 1.090
[2020-11-20 19:15] Train Step 16149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2379.43, Accuracy = 0.69, Loss = 0.981
[2020-11-20 19:15] Train Step 16199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2308.15, Accuracy = 0.68, Loss = 1.012
[2020-11-20 19:15] Train Step 16249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2260.83, Accuracy = 0.67, Loss = 1.065
[2020-11-20 19:15] Train Step 16299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2438.13, Accuracy = 0.67, Loss = 1.085
[2020-11-20 19:15] Train Step 16349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2198.27, Accuracy = 0.67, Loss = 1.070
[2020-11-20 19:15] Train Step 16399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2367.53, Accuracy = 0.68, Loss = 1.019
[2020-11-20 19:15] Train Step 16449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2278.60, Accuracy = 0.68, Loss = 1.012
[2020-11-20 19:15] Train Step 16499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2443.61, Accuracy = 0.67, Loss = 1.079
[2020-11-20 19:15] Train Step 16549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2255.40, Accuracy = 0.67, Loss = 1.039
[2020-11-20 19:15] Train Step 16599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2186.65, Accuracy = 0.68, Loss = 1.072
[2020-11-20 19:15] Train Step 16649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2404.65, Accuracy = 0.66, Loss = 1.090
[2020-11-20 19:15] Train Step 16699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2274.55, Accuracy = 0.68, Loss = 1.010
[2020-11-20 19:15] Train Step 16749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2300.83, Accuracy = 0.66, Loss = 1.088
[2020-11-20 19:15] Train Step 16799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2300.49, Accuracy = 0.67, Loss = 1.062
[2020-11-20 19:15] Train Step 16849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2257.16, Accuracy = 0.67, Loss = 1.042
[2020-11-20 19:15] Train Step 16899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2257.07, Accuracy = 0.68, Loss = 1.029
[2020-11-20 19:15] Train Step 16949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2314.90, Accuracy = 0.67, Loss = 1.065
[2020-11-20 19:15] Train Step 16999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2322.55, Accuracy = 0.66, Loss = 1.045
[2020-11-20 19:15] Train Step 17049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2254.17, Accuracy = 0.66, Loss = 1.079
[2020-11-20 19:16] Train Step 17099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2372.91, Accuracy = 0.69, Loss = 1.023
[2020-11-20 19:16] Train Step 17149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2342.23, Accuracy = 0.67, Loss = 1.057
[2020-11-20 19:16] Train Step 17199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2294.89, Accuracy = 0.65, Loss = 1.070
[2020-11-20 19:16] Train Step 17249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2430.89, Accuracy = 0.66, Loss = 1.095
[2020-11-20 19:16] Train Step 17299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2257.56, Accuracy = 0.68, Loss = 1.026
[2020-11-20 19:16] Train Step 17349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2252.05, Accuracy = 0.68, Loss = 1.047
[2020-11-20 19:16] Train Step 17399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2249.18, Accuracy = 0.66, Loss = 1.104
[2020-11-20 19:16] Train Step 17449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2567.46, Accuracy = 0.66, Loss = 1.068
[2020-11-20 19:16] Train Step 17499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2260.07, Accuracy = 0.67, Loss = 1.058
[2020-11-20 19:16] Train Step 17549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2330.43, Accuracy = 0.68, Loss = 1.018
[2020-11-20 19:16] Train Step 17599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2320.06, Accuracy = 0.67, Loss = 1.057
[2020-11-20 19:16] Train Step 17649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2508.67, Accuracy = 0.67, Loss = 1.087
[2020-11-20 19:16] Train Step 17699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2249.79, Accuracy = 0.69, Loss = 1.035
[2020-11-20 19:16] Train Step 17749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2313.86, Accuracy = 0.68, Loss = 1.038
[2020-11-20 19:16] Train Step 17799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2320.56, Accuracy = 0.67, Loss = 1.037
[2020-11-20 19:16] Train Step 17849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2264.57, Accuracy = 0.68, Loss = 1.008
[2020-11-20 19:16] Train Step 17899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2326.72, Accuracy = 0.67, Loss = 1.052
Done training.
