Namespace(batch_size=64, device='cuda:0', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_norm=5.0, print_every=50, sample_every=100, seq_length=30, summary_path='./summaries/', train_steps=1000000.0, txt_file='./assets/book_NL_darwin_reis_om_de_wereld.txt')
cuda:0
./assets/book_NL_darwin_reis_om_de_wereld.txt
Initialize dataset with 1366815 characters, 115 unique.
[2020-11-20 19:11] Train Step 0049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2293.03, Accuracy = 0.26, Loss = 2.820
[2020-11-20 19:16] Train Step 9399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2584.12, Accuracy = 0.59, Loss = 1.350
[2020-11-20 19:16] Train Step 9449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2336.88, Accuracy = 0.60, Loss = 1.273
[2020-11-20 19:16] Train Step 9499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2236.46, Accuracy = 0.59, Loss = 1.360
[2020-11-20 19:16] Train Step 9549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2360.10, Accuracy = 0.59, Loss = 1.311
[2020-11-20 19:16] Train Step 9599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2561.77, Accuracy = 0.61, Loss = 1.330
[2020-11-20 19:16] Train Step 9649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2128.09, Accuracy = 0.60, Loss = 1.306
[2020-11-20 19:16] Train Step 9699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2326.19, Accuracy = 0.58, Loss = 1.368
[2020-11-20 19:16] Train Step 9749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2569.55, Accuracy = 0.60, Loss = 1.281
[2020-11-20 19:16] Train Step 9799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2279.15, Accuracy = 0.60, Loss = 1.265
[2020-11-20 19:16] Train Step 9849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2230.49, Accuracy = 0.60, Loss = 1.290
[2020-11-20 19:16] Train Step 9899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2318.32, Accuracy = 0.58, Loss = 1.320
[2020-11-20 19:16] Train Step 9949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2466.78, Accuracy = 0.58, Loss = 1.342
[2020-11-20 19:16] Train Step 9999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2335.01, Accuracy = 0.60, Loss = 1.277
[2020-11-20 19:16] Train Step 10049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2358.92, Accuracy = 0.59, Loss = 1.341
[2020-11-20 19:16] Train Step 10099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2448.98, Accuracy = 0.60, Loss = 1.291
[2020-11-20 19:16] Train Step 10149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2385.44, Accuracy = 0.61, Loss = 1.282
[2020-11-20 19:16] Train Step 10199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2562.92, Accuracy = 0.58, Loss = 1.321
